,game_name,app_header,seller,raiting_in_category,from_age,raiting,game_price,raiting_amount,offers,size_app,age_raiting1,age_rating2,age_rating3,age_rating4,age_rating5,age_raiting6
1022,Spaceholes - Arcade Watch Game,3D Voxel Retro Space Shooter,Rui Alho,#44 in Casual,9+,4.4,$2.99,88 Ratings,,67.9 MB,Infrequent/Mild Cartoon or Fantasy Violence,,,,,
1023,Finding Paradise,To the moon‘s’ series: Part 2,X.D. Network Inc.,#8 in Word,4+,4.2,$0.99,5 Ratings,,1.4 GB,,,,,,
1024,Vector Full: Parkour Run,Join the breathtaking chase‪!‬,Nekki Limited,#18 in Casual,9+,4.9,$1.99,744 Ratings,,471.9 MB,Infrequent/Mild Cartoon or Fantasy Violence,,,,,
1025,Danganronpa V3: Killing Harmon,,"Spike-Chunsoft CO, LTD.",#24 in Casual,12+,4.3,$4.99,112 Ratings,,3.4 GB,Infrequent/Mild Cartoon or Fantasy Violence,Infrequent/Mild Realistic Violence,Infrequent/Mild Sexual Content and Nudity,Infrequent/Mild Profanity or Crude Humor,,
1026,PAC-MAN,8Bit Retro Classic Arcade Game,BANDAI NAMCO Entertainment America Inc.,#10 in Family,4+,4.3,$0.99,35.8K Ratings,Offers In-App Purchases,402 MB,,,,,,
1027,AMAZE!!‪!‬,Let's paint the color maze‪!‬,"CRAZY LABS BY TABTALE , G.P.",#20 in Puzzle,12+,4.7,$5.99,1.1M Ratings,,126.9 MB,Infrequent/Mild Sexual Content and Nudity,Infrequent/Mild Medical/Treatment Information,Infrequent/Mild Cartoon or Fantasy Violence,Infrequent/Mild Mature/Suggestive Themes,Infrequent/Mild Profanity or Crude Humor,Infrequent/Mild Horror/Fear Themes
1028,Exposed - Who's Most Likely To,Fun game with friends,Behind The App,#4 in Trivia,17+,4.6,Free,62.6K Ratings,Offers In-App Purchases,44.1 MB,Infrequent/Mild Sexual Content and Nudity,Infrequent/Mild Mature/Suggestive Themes,Infrequent/Mild Profanity or Crude Humor,,,
1029,METAL SLUG 1,,SNK CORPORATION,#42 in Casual,9+,3.2,Free,558 Ratings,Offers In-App Purchases,61.9 MB,Infrequent/Mild Cartoon or Fantasy Violence,,,,,
1030,DOP 4: Draw One Part,Guess the Drawing‪!‬,SayGames LTD,#44 in Puzzle,17+,4.6,Free,52.2K Ratings,Offers In-App Purchases,234.6 MB,Frequent/Intense Mature/Suggestive Themes,,,,,
1031,Battle Bingo: Win Real Money,Skill Match Games To Win Cash,Acerena Inc,#80 in Casual,17+,4.8,$2.99,13.2K Ratings,,333.4 MB,Frequent/Intense Contests,Gambling,,,,
1032,Ski Safari,"Animals, avalanches and action",Defiant Development Pty.Ltd,#26 in Family,4+,4.6,$0.99,2.5K Ratings,Offers In-App Purchases,161.6 MB,,,,,,
1033,My Perfect Hotel,Build Your Hotel Empire,SayGames LTD,#16 in Simulation,12+,4.7,Free,27.1K Ratings,Offers In-App Purchases,257.6 MB,Infrequent/Mild Mature/Suggestive Themes,Infrequent/Mild Sexual Content and Nudity,,,,
1034,Vampire Survivors,Roguelike survival pixel RPG,Poncle Limited,#42 in Action,12+,4.8,Free,1.9K Ratings,,468.1 MB,Infrequent/Mild Horror/Fear Themes,Frequent/Intense Cartoon or Fantasy Violence,,,,
1035,Heck Deck,A bullet hell card game,Plug In Digital,#25 in Card,4+,5,Free,1 Rating,Offers In-App Purchases,53.4 MB,,,,,,
1036,Cooking Fever: Restaurant Game,Addictive Time-Management Game,Nordcurrent UAB,#15 in Strategy,4+,4.5,$0.99,228.2K Ratings,,183 MB,,,,,,
1037,RoGold,Take It To The Next Level,Alrovi Aps,#8 in Casual,4+,3.6,Free,194 Ratings,,4.4 MB,,,,,,
1038,Sagrada,A Dice Drafting Board Game,Dire Wolf Digital LLC,#36 in Casual,4+,4.7,$1.99,614 Ratings,Offers In-App Purchases,366.5 MB,,,,,,
1039,Burger Bistro Story,,"Kairosoft Co.,Ltd",#83 in Casual,4+,4.9,$1.99,462 Ratings,,283.9 MB,,,,,,
1040,AirAttack 2,,Peter Puobis,#88 in Casual,9+,4.8,Free,412 Ratings,,511 MB,Infrequent/Mild Cartoon or Fantasy Violence,,,,,
1041,Cytus,,Rayark International Limited,#11 in Music,4+,4.9,Free,1.6K Ratings,,1.4 GB,,,,,,
1042,Geometry Dash,,RobTop Games AB,#1 in Music,4+,4.5,Free,120.1K Ratings,,97.2 MB,,,,,,
1043,Royal Match,King Robert’s Match 3 Puzzles,Dream Games Teknoloji Anonim Sirketi,#2 in Casual,4+,4.7,Free,924.8K Ratings,,252.5 MB,,,,,,
1044,Tiles Hop - EDM Rush,Music Ball Piano Tile Games,Amanotes Pte Ltd,#3 in Music,9+,4.3,Free,169.3K Ratings,,297 MB,Infrequent/Mild Cartoon or Fantasy Violence,,,,,
1045,Infinity 8 Ball,Multiplayer Pool Game,PLAYORCA STUDIOS LIMITED,#11 in Sports,4+,4.6,Free,16.7K Ratings,,255.4 MB,,,,,,
1046,Super Mario Run,Control Mario with just a tap‪!‬,"Nintendo Co., Ltd.",#40 in Action,4+,3.7,Free,62.5K Ratings,,268.8 MB,,,,,,
1047,Magic Tiles 3: Piano Game,Tap the tiles game 3,Amanotes Pte Ltd,#1 in Music,4+,3.9,$0.99,154.1K Ratings,Offers In-App Purchases,318.7 MB,,,,,,
1048,Couple Life 3D,Be the fun couple ever‪!‬,Li-Ho Tseng,#56 in Simulation,17+,4.5,$2.99,25.1K Ratings,,372.7 MB,Infrequent/Mild Profanity or Crude Humor,Infrequent/Mild Sexual Content and Nudity,,,,
1049,Danganronpa: Trigger Happy Hav,,"Spike-Chunsoft CO, LTD.",#47 in Casual,12+,4.6,$1.99,1.7K Ratings,,3.9 GB,Infrequent/Mild Sexual Content and Nudity,Infrequent/Mild Cartoon or Fantasy Violence,Infrequent/Mild Realistic Violence,,,
1050,Hindsight Game,Relive moments frozen in time,"Annapurna Games, LLC",#83 in Casual,4+,3.3,$0.99,9 Ratings,,759.6 MB,,,,,,
1051,Flight‪!‬,,Armor Games Inc,#31 in Casual,4+,4.6,$2.99,87 Ratings,Offers In-App Purchases,64.9 MB,,,,,,
1052,Ridiculous Fishing - A Tale of Redemption,,Vlambeer vof,#86 in Casual,12+,3.4,$0.99,649 Ratings,,111 MB,Infrequent/Mild Sexual Content and Nudity,Infrequent/Mild Cartoon or Fantasy Violence,Infrequent/Mild Profanity or Crude Humor,,,
1053,Zombieville USA 2,,"Mika Mobile, Inc.",#11 in Casual,12+,4.5,Free,1.5K Ratings,Offers In-App Purchases,176.2 MB,Infrequent/Mild Realistic Violence,Infrequent/Mild Horror/Fear Themes,Frequent/Intense Cartoon or Fantasy Violence,,,
1054,Walls - Launch The Ball Game,Arcade Game,Nikola Jovanovic,#65 in Puzzle,4+,3.5,Free,244 Ratings,Offers In-App Purchases,88 MB,,,,,,
1055,Bloons TD 4,,Ninja Kiwi Limited,#13 in Casual,4+,4.4,Free,183 Ratings,,24.2 MB,,,,,,
1056,20 Watch Games - Classic Pack,enjoy your Game on your Watch,Le Thi Thanh Binh,#30 in Casual,4+,4.1,$4.99,559 Ratings,,54.7 MB,,,,,,
1057,Helix Jump,Reach the bottom of the tower‪!‬,Voodoo,#14 in Action,12+,4.6,Free,1.5M Ratings,,262.5 MB,"Infrequent/Mild Alcohol, Tobacco, or Drug Use or References",Infrequent/Mild Realistic Violence,Infrequent/Mild Horror/Fear Themes,Infrequent/Mild Cartoon or Fantasy Violence,Infrequent/Mild Sexual Content and Nudity,Infrequent/Mild Simulated Gambling
1058,Kick the Buddy: Forever,Best stress relief game,Playgendary Limited,#46 in Action,12+,4.6,$1.99,348.5K Ratings,,235.3 MB,Infrequent/Mild Profanity or Crude Humor,Frequent/Intense Cartoon or Fantasy Violence,"Infrequent/Mild Alcohol, Tobacco, or Drug Use or References",,,
1059,Truck Stop Tycoon,Truck,婷 席,#19 in Simulation,9+,4.7,$5.99,31K Ratings,,283.6 MB,Infrequent/Mild Cartoon or Fantasy Violence,Infrequent/Mild Profanity or Crude Humor,,,,
1060,Street Fighter IV CE,,"CAPCOM Co., Ltd",#6 in Casual,12+,4.8,Free,17.6K Ratings,Offers In-App Purchases,2.2 GB,Infrequent/Mild Realistic Violence,Infrequent/Mild Cartoon or Fantasy Violence,,,,
1061,Retro Twist - Mini Watch Games,8bit plus 3D Arcade Collection,Rui Alho,#52 in Casual,4+,4.8,Free,121 Ratings,Offers In-App Purchases,69.8 MB,,,,,,
1062,SPACE INVADERS,,TAITO Corporation,#96 in Casual,4+,4.2,$1.99,71 Ratings,,98 MB,,,,,,
1063,Pocket Academy 3,,"Kairosoft Co.,Ltd",#26 in Casual,4+,4.9,$2.99,214 Ratings,,455.4 MB,,,,,,
1064,A Dance of Fire and Ice,One-button rhythm challenge,7th Beat Games S.A.C.,#5 in Music,4+,4.8,Free,2.8K Ratings,Offers In-App Purchases,653.3 MB,,,,,,
1065,Galaxy Attack: Space Shooter,Alien shooter - Classic game‪!‬,RocketAds Ltd,#49 in Action,4+,4.7,$5.99,240.2K Ratings,,302.6 MB,,,,,,
1066,Ink Inc. - Tattoo Drawing,"You too, can tattoo‪!‬",Lion Studios LLC,#95 in Casual,12+,4.6,Free,715.8K Ratings,Offers In-App Purchases,1.4 GB,Infrequent/Mild Horror/Fear Themes,Infrequent/Mild Sexual Content and Nudity,Infrequent/Mild Medical/Treatment Information,Infrequent/Mild Mature/Suggestive Themes,Infrequent/Mild Simulated Gambling,Infrequent/Mild Profanity or Crude Humor
1067,Downwell,Strap on your gun boots‪!‬,"Devolver Digital, Inc.",#25 in Casual,9+,4.7,$2.99,1.7K Ratings,,84.3 MB,Infrequent/Mild Cartoon or Fantasy Violence,,,,,
1068,Candy Crush Saga,Sugar Rush Match 3 Puzzle Game,King.com Limited,#6 in Puzzle,4+,4.7,Free,2.7M Ratings,Offers In-App Purchases,351.3 MB,,,,,,
1069,Ball Sort Color Water Puzzle,Best game ever,GLOBAL MOBILE APPLICATION LIMITED COMPANY,#33 in Puzzle,12+,4.7,Free,78K Ratings,Offers In-App Purchases,137.4 MB,Infrequent/Mild Simulated Gambling,Infrequent/Mild Sexual Content and Nudity,,,,
1070,Sven's SudokuPad,,Sven Neumann,#60 in Casual,4+,3.8,$2.99,62 Ratings,,3.3 MB,,,,,,
1071,Zombieville USA,,"Mika Mobile, Inc.",#33 in Casual,12+,4.6,$0.99,165 Ratings,,79.4 MB,Frequent/Intense Cartoon or Fantasy Violence,Infrequent/Mild Horror/Fear Themes,Infrequent/Mild Realistic Violence,,,
1072,Tall Man Run,"Run tall, run wide‪!‬",SUPERSONIC STUDIOS LTD,#3 in Racing,12+,4.6,Free,151.6K Ratings,Offers In-App Purchases,304.5 MB,Infrequent/Mild Medical/Treatment Information,Infrequent/Mild Horror/Fear Themes,Infrequent/Mild Mature/Suggestive Themes,Infrequent/Mild Cartoon or Fantasy Violence,,
1073,Silent Swipe,,Anthony Hindle,#87 in Casual,4+,4,Free,1 Rating,,5.3 MB,,,,,,
1074,Meme Challenge: Dank Memes,Make dank memes and have fun‪!‬,MAGLAB OYUN TEKNOLOJILERI BILISIM YAZILIM TASARIM YAYINCILIK TICARET A S,#3 in Card,9+,4.6,Free,20.4K Ratings,Offers In-App Purchases,374.6 MB,Infrequent/Mild Profanity or Crude Humor,,,,,
1075,Beat Battle,Tap Music Rhythm Game,"Dalian Jingmao Electronic Technology Co.,Ltd.",#6 in Music,12+,4.6,$1.99,72.8K Ratings,,228.6 MB,Infrequent/Mild Cartoon or Fantasy Violence,Infrequent/Mild Mature/Suggestive Themes,Infrequent/Mild Profanity or Crude Humor,Infrequent/Mild Sexual Content and Nudity,,
1076,River Raid Classic,,"Lost Leaf Studio, LLC",#98 in Casual,4+,2.6,Free,22 Ratings,,49.2 MB,,,,,,
1077,sugar (game‪)‬,Draw to get sugar in the cups,Bart BONTE,#14 in Puzzle,4+,4.4,Free,250 Ratings,,22.2 MB,,,,,,
1078,Automatoys,Moving Machines,Idle Friday LTD,#90 in Casual,4+,4.5,Free,928 Ratings,,157.3 MB,,,,,,
1079,Wordle‪!‬,Daily Word Search Puzzles,Lion Studios Plus LLC,#1 in Word,12+,4.6,Free,549.6K Ratings,,239.2 MB,Infrequent/Mild Cartoon or Fantasy Violence,Infrequent/Mild Realistic Violence,,,,
1080,METAL SLUG 4 ACA NEOGEO,now available in the app‪!‬,SNK CORPORATION,#59 in Casual,12+,5,Free,4 Ratings,,198.6 MB,Infrequent/Mild Cartoon or Fantasy Violence,"Infrequent/Mild Alcohol, Tobacco, or Drug Use or References",Infrequent/Mild Realistic Violence,,,
1081,Phase 10: World Tour,Relaxing Rummy Card Game,Mattel163 Limited,#8 in Card,4+,4.8,Free,358.2K Ratings,Offers In-App Purchases,343 MB,,,,,,
1082,My Hotpot Story,Cook in kitchen and restaurant,冲 于,#45 in Simulation,12+,4.9,Free,19.4K Ratings,Offers In-App Purchases,670.7 MB,"Infrequent/Mild Alcohol, Tobacco, or Drug Use or References",,,,,
1083,Crossy Road,Endless Arcade Hopper,Hipster Whale Pty Ltd,#7 in Family,9+,4.7,Free,556.6K Ratings,Offers In-App Purchases,180.4 MB,Infrequent/Mild Cartoon or Fantasy Violence,,,,,
1084,Brawl Stars,Epic 3v3 and Battle Royale,Supercell Oy,#28 in Action,9+,4.7,Free,1.2M Ratings,Offers In-App Purchases,604.5 MB,Infrequent/Mild Cartoon or Fantasy Violence,,,,,
1085,Cut the Rope GOLD,Evergreen puzzle,ZeptoLab UK Limited,#99 in Casual,4+,4.8,$0.99,1.3K Ratings,Offers In-App Purchases,169 MB,,,,,,
1086,Teacher Simulator,Sharpen your pencils‪!‬,Kwalee Ltd,#60 in Simulation,12+,4.6,Free,274.3K Ratings,Offers In-App Purchases,187.8 MB,Infrequent/Mild Realistic Violence,Infrequent/Mild Mature/Suggestive Themes,"Infrequent/Mild Alcohol, Tobacco, or Drug Use or References",Infrequent/Mild Medical/Treatment Information,Infrequent/Mild Cartoon or Fantasy Violence,Infrequent/Mild Horror/Fear Themes
1087,Bricks Ball Crusher,Most Exciting Brick Game,敏 刘,#71 in Puzzle,4+,4.6,Free,112.8K Ratings,Offers In-App Purchases,291.9 MB,,,,,,
1088,Red Ball 4,The Jump'n'Roll Hit Game,FDG Mobile Games GbR,#84 in Casual,4+,4.7,$1.99,3.4K Ratings,,89.3 MB,,,,,,
1089,Subway Surfers,Join the endless running fun‪!‬,Sybo Games ApS,#2 in Action,9+,4.7,$0.99,2.4M Ratings,Offers In-App Purchases,262.1 MB,Infrequent/Mild Cartoon or Fantasy Violence,,,,,
1090,Rat On The Run,,Donut Games,#89 in Casual,4+,4.7,$0.99,133 Ratings,,6.9 MB,,,,,,
1091,Text or Die,Escape certain death‪!‬,Rollic Games Oyun Yazilim ve Pazarlama Anonim Sirketi,#7 in Trivia,12+,4.5,$0.99,214.8K Ratings,Offers In-App Purchases,269.7 MB,Infrequent/Mild Cartoon or Fantasy Violence,Infrequent/Mild Sexual Content and Nudity,Infrequent/Mild Mature/Suggestive Themes,Infrequent/Mild Medical/Treatment Information,Infrequent/Mild Simulated Gambling,Infrequent/Mild Realistic Violence
1092,Duet Game,Hypnotic Trance Experience,Kumobius Pty Ltd,#57 in Casual,4+,4.9,$4.99,1.6K Ratings,,87.8 MB,,,,,,
1093,Hill Climb Racing 2,Online multiplayer car driving,Fingersoft,#13 in Racing,9+,4.7,Free,125.8K Ratings,Offers In-App Purchases,292.2 MB,Infrequent/Mild Cartoon or Fantasy Violence,,,,,
1094,Sunday Lawn Seasons,Fan favorite from Donut Games,Donut Games,#56 in Casual,4+,4.7,$0.99,371 Ratings,,13.2 MB,,,,,,
1095,Airport Security,Secure the Skies,Kwalee Ltd,#26 in Simulation,12+,4.6,$2.99,101.3K Ratings,,246.9 MB,Infrequent/Mild Cartoon or Fantasy Violence,Infrequent/Mild Horror/Fear Themes,Infrequent/Mild Sexual Content and Nudity,Infrequent/Mild Medical/Treatment Information,Infrequent/Mild Realistic Violence,Infrequent/Mild Mature/Suggestive Themes
1096,Digit Shooter‪!‬,"Shoot, increase and MERGE‪!‬",Rollic Games Oyun Yazilim ve Pazarlama Anonim Sirketi,#7 in Racing,12+,4.6,$2.99,9.7K Ratings,,163.6 MB,Frequent/Intense Cartoon or Fantasy Violence,Infrequent/Mild Mature/Suggestive Themes,,,,
1097,PAKO 2,"""Get in, get out, get paid.‪""‬",Tree Men Games OY,#25 in Racing,12+,4,$4.99,512 Ratings,,370.7 MB,Frequent/Intense Cartoon or Fantasy Violence,Infrequent/Mild Mature/Suggestive Themes,"Infrequent/Mild Alcohol, Tobacco, or Drug Use or References",,,
1098,Ski Safari 2,Epic endless downhill escapade,SLEEPY Z STUDIOS PTY LTD,#39 in Family,4+,4.8,$4.99,1.7K Ratings,,162.4 MB,,,,,,
1099,Tank Hero,,Clapfoot Inc,#33 in Casual,9+,4.6,$1.99,1.1K Ratings,,16.8 MB,Infrequent/Mild Cartoon or Fantasy Violence,,,,,
1100,Block Dash Watch,endless run game: Watch-Phone,Le Thi Thanh Binh,#21 in Racing,4+,3.7,Free,91 Ratings,,34.3 MB,,,,,,
1101,Little Misfortune,Find your Eternal Happiness,Killmonday Games AB,#63 in Casual,12+,4.2,Free,229 Ratings,,1.9 GB,"Infrequent/Mild Alcohol, Tobacco, or Drug Use or References",Infrequent/Mild Profanity or Crude Humor,Infrequent/Mild Sexual Content and Nudity,Infrequent/Mild Cartoon or Fantasy Violence,Infrequent/Mild Horror/Fear Themes,
1102,METAL SLUG 3,,SNK CORPORATION,#21 in Casual,9+,3.5,Free,817 Ratings,,155.4 MB,Infrequent/Mild Cartoon or Fantasy Violence,,,,,
1103,a new life‪.‬,a love story about letting go‪.‬,Angela He,#48 in Family,4+,4.7,Free,197 Ratings,,200.7 MB,,,,,,
1104,Railbound,trains + rails + puzzle,Lukasz Spierewka,#3 in Casual,4+,4.8,Free,42 Ratings,,193.1 MB,,,,,,
1105,Townscaper,Instant town building toy,Raw Fury AB,#8 in Casual,4+,4.6,Free,558 Ratings,,101.1 MB,,,,,,
1106,Kepler Attack,Arcade Space Shooter,RED SPRITE STUDIOS PTY LTD,#35 in Casual,4+,4.5,Free,674 Ratings,,48.2 MB,,,,,,
1107,Dragon's Lair 30th Anniversary,,Dragon's Lair LLC,#50 in Casual,12+,2.8,Free,125 Ratings,Offers In-App Purchases,2.1 GB,Frequent/Intense Cartoon or Fantasy Violence,,,,,
1108,Tropical Resort Story,,"Kairosoft Co.,Ltd",#51 in Casual,4+,4.9,Free,183 Ratings,,291.1 MB,,,,,,
1109,Arcadia - Arcade Watch Games,Retro 8-bit Game Collection,Raffaele D'Amato,#2 in Casual,4+,4.8,$2.99,6.8K Ratings,Offers In-App Purchases,36.4 MB,,,,,,
1110,Super Stickman Golf 2,,Noodlecake Studios Inc,#24 in Sports,4+,4.6,$1.99,5.4K Ratings,,97.6 MB,,,,,,
1111,Merge Studio: Fashion Makeover,Makeover & Match Puzzle Game,Paxie Games Oyun ve Yazilim Anonim Sirketi,#38 in Puzzle,4+,4.3,Free,3K Ratings,,364.1 MB,,,,,,
1112,Survivor!.io,Survive the fun‪!‬,HABBY PTE. LTD.,#2 in Action,4+,4.8,Free,110.1K Ratings,,298.1 MB,,,,,,
1113,Number Master: Run and merge,,KAYAC Inc.,#36 in Action,4+,4.4,Free,2.2K Ratings,,125.3 MB,,,,,,
1114,Sonic Jump‪™‬,,Sega America,#74 in Casual,4+,4.5,Free,592 Ratings,,105 MB,,,,,,
1115,Number Master: Run and merge,,KAYAC Inc.,#36 in Action,4+,4.4,Free,2.2K Ratings,,125.3 MB,,,,,,
1116,Sonic Jump‪™‬,,Sega America,#74 in Casual,4+,4.5,Free,592 Ratings,,105 MB,,,,,,
1117,The Impossible Game,Possibly world's hardest game‪!‬,FlukeDude Ltd,#8 in Music,4+,4.1,Free,258 Ratings,,15.1 MB,,,,,,
1118,Flappy Dunk,Tap and bounce to a high score,Voodoo,#12 in Sports,12+,4.6,Free,344.5K Ratings,,172.3 MB,Infrequent/Mild Cartoon or Fantasy Violence,"Infrequent/Mild Alcohol, Tobacco, or Drug Use or References",Infrequent/Mild Medical/Treatment Information,Infrequent/Mild Sexual Content and Nudity,Infrequent/Mild Simulated Gambling,Infrequent/Mild Mature/Suggestive Themes
1119,Danganronpa 2: Goodbye Despair,,"Spike-Chunsoft CO, LTD.",#45 in Casual,12+,4.5,Free,1.7K Ratings,,3.9 GB,Infrequent/Mild Realistic Violence,Infrequent/Mild Sexual Content and Nudity,Infrequent/Mild Cartoon or Fantasy Violence,,,
1120,Stumble Guys,Fun multiplayer knockout game,Kitka Games Oy,#11 in Action,9+,4.3,Free,139.1K Ratings,,203.1 MB,Infrequent/Mild Cartoon or Fantasy Violence,,,,,
1121,Rent Please! Landlord Sim,,"Shimmer Games Co., Ltd.",#31 in Simulation,4+,4.7,Free,9K Ratings,Offers In-App Purchases,1.9 GB,,,,,,
1122,METAL SLUG X,,SNK CORPORATION,#75 in Casual,9+,3.4,$2.99,470 Ratings,,121.8 MB,Infrequent/Mild Cartoon or Fantasy Violence,,,,,
1123,Hidden Through Time,,Rogueside NV,#95 in Casual,4+,4.6,Free,743 Ratings,,308.2 MB,,,,,,
1124,Gossip Harbor®: Merge & Story,,Microfun Limited,#52 in Puzzle,4+,4.8,$1.99,13.5K Ratings,,597.3 MB,,,,,,
1125,Max Payne Mobile,,"Rockstar Games, Inc.",#5 in Casual,17+,4.4,$4.99,751 Ratings,Offers In-App Purchases,1.8 GB,Frequent/Intense Mature/Suggestive Themes,Infrequent/Mild Sexual Content and Nudity,Frequent/Intense Cartoon or Fantasy Violence,"Frequent/Intense Alcohol, Tobacco, or Drug Use or References",Frequent/Intense Realistic Violence,Frequent/Intense Profanity or Crude Humor
1126,ScaleMan,,KAYAC Inc.,#16 in Racing,4+,4.1,Free,366 Ratings,,138.5 MB,,,,,,
1127,Fish in a Watch,,Viktor Hesselbom,#12 in Casual,9+,3.4,$2.99,18 Ratings,,25.7 MB,Infrequent/Mild Cartoon or Fantasy Violence,,,,,
1128,Infinity Pinball,Infinite Retro Pinball Fun‪!‬,Hawken King,#58 in Casual,4+,,$1.99,,,98.2 MB,,,,,,
1129,Color Page ASMR – Art Coloring,Paint your stress away‪!‬,SayGames LTD,#40 in Simulation,17+,4.6,$1.99,26.7K Ratings,Offers In-App Purchases,272.9 MB,Frequent/Intense Mature/Suggestive Themes,,,,,
1130,Rules‪!‬,Fast paced puzzle action,TheCodingMonkeys,#36 in Casual,4+,4.2,$7.99,58 Ratings,,80.2 MB,,,,,,
1131,Clash of the Olympians,,Ironhide S.A.,#82 in Casual,9+,3.8,$0.99,198 Ratings,,75.8 MB,Infrequent/Mild Cartoon or Fantasy Violence,,,,,
1132,THE KING OF FIGHTERS-i 2012,,SNK CORPORATION,#98 in Casual,12+,4.3,Free,326 Ratings,Offers In-App Purchases,1.2 GB,"Infrequent/Mild Alcohol, Tobacco, or Drug Use or References",Infrequent/Mild Sexual Content and Nudity,Infrequent/Mild Cartoon or Fantasy Violence,Infrequent/Mild Mature/Suggestive Themes,,
1133,Makeup Stylist -DIY Salon game,Make up styling master,"REMEMBERS INFORMATION TECHNOLOGY CO., LTD.",#28 in Simulation,12+,4.8,Free,20.5K Ratings,Offers In-App Purchases,195.5 MB,Infrequent/Mild Mature/Suggestive Themes,Infrequent/Mild Sexual Content and Nudity,,,,
1134,SpongeBob: Sponge on the Run,,Viacom International Inc.,#54 in Family,4+,4,Free,189 Ratings,,171.9 MB,,,,,,
1135,Skip-Bo,Solitaire Cards with a Twist,Mattel163 Limited,#6 in Card,4+,4.9,Free,66.9K Ratings,,309.6 MB,,,,,,
1136,Block Puzzle - Brain Test Game,Classic addictive puzzle game‪!‬,Doodle Mobile Limited,#30 in Puzzle,4+,4.7,Free,429.1K Ratings,Offers In-App Purchases,147.4 MB,,,,,,
1137,Teenage Mutant Ninja Turtles: Rooftop Run,,Viacom International Inc.,#68 in Casual,9+,4.4,Free,806 Ratings,Offers In-App Purchases,357.6 MB,Infrequent/Mild Cartoon or Fantasy Violence,,,,,
1138,Hey Beauty: Love & Puzzle,,"Appzoa Tech Co., Limited",#63 in Puzzle,17+,4.7,$0.99,2.8K Ratings,,917.3 MB,Infrequent/Mild Sexual Content and Nudity,Frequent/Intense Mature/Suggestive Themes,,,,
1139,Ping Pong - Watch Retro Game,classic retro game,Briegers GbR,#45 in Action,4+,4.5,Free,4.5K Ratings,Offers In-App Purchases,49.7 MB,,,,,,
1140,Pocket Snake,Puzzle,Simon Rybicki,#97 in Casual,4+,,Free,,Offers In-App Purchases,1.4 MB,,,,,,
1141,My Home My World: Coin Jackpot,Fun Building & Design Master,BeheFun Games Limited,#5 in Simulation,17+,4.7,Free,9.8K Ratings,Offers In-App Purchases,377.5 MB,Frequent/Intense Simulated Gambling,,,,,
1142,Hole.io,Eat the world,Voodoo,#4 in Sports,12+,4.6,Free,1.9M Ratings,Offers In-App Purchases,283.9 MB,Infrequent/Mild Medical/Treatment Information,Infrequent/Mild Simulated Gambling,Infrequent/Mild Mature/Suggestive Themes,Infrequent/Mild Realistic Violence,"Infrequent/Mild Alcohol, Tobacco, or Drug Use or References",Infrequent/Mild Cartoon or Fantasy Violence
